"TOT Industry, total","All Denmark","Men","Unemployed","H10 Primary education","30-34 years",3148,2827,2481,2492,2421,2210,2074,2175,2225,1804,1696,2000,1105,1166
"TOT Industry, total","All Denmark","Men","Unemployed","H10 Primary education","35-39 years",3252,2899,2404,2415,2196,1953,1721,1864,1829,1497,1337,1591,908,833
"TOT Industry, total","All Denmark","Men","Unemployed","H10 Primary education","40-44 years",3336,3005,2400,2521,2187,1963,1736,1619,1663,1338,1255,1397,738,718
"TOT Industry, total","All Denmark","Men","Unemployed","H10 Primary education","45-49 years",3058,2849,2458,2674,2321,2075,1777,1479,1494,1265,1189,1358,726,694
"TOT Industry, total","All Denmark","Men","Unemployed","H10 Primary education","50-54 years",2731,2657,2249,2471,2334,1926,1734,1521,1518,1304,1281,1509,718,698
"TOT Industry, total","All Denmark","Men","Unemployed","H10 Primary education","55-59 years",2511,2474,2418,2567,1965,1793,1668,1369,1355,1274,1266,1530,850,794
"TOT Industry, total","All Denmark","Men","Unemployed","H10 Primary education","60-64 years",673,678,627,707,712,770,848,824,965,966,1040,1345,799,712
"TOT Industry, total","All Denmark","Men","Unemployed","H10 Primary education","65-69 years",0,0,0,0,0,0,0,0,0,1,39,137,162,160
"TOT Industry, total","All Denmark","Men","Unemployed","H20 Upper secondary education","15-19 years",138,158,198,171,151,85,78,75,44,19,27,22,4,31
"TOT Industry, total","All Denmark","Men","Unemployed","H20 Upper secondary education","20-24 years",544,552,642,685,682,425,431,407,373,273,245,323,120,151
"TOT Industry, total","All Denmark","Men","Unemployed","H20 Upper secondary education","25-29 years",433,415,420,441,485,291,300,411,466,442,412,504,316,346
"TOT Industry, total","All Denmark","Men","Unemployed","H20 Upper secondary education","30-34 years",498,466,483,480,487,446,414,469,488,409,485,661,373,397
"TOT Industry, total","All Denmark","Men","Unemployed","H20 Upper secondary education","35-39 years",527,499,472,498,421,406,384,406,402,361,342,462,256,284
"TOT Industry, total","All Denmark","Men","Unemployed","H20 Upper secondary education","40-44 years",501,530,510,476,452,388,378,371,371,303,294,437,236,203
"TOT Industry, total","All Denmark","Men","Unemployed","H20 Upper secondary education","45-49 years",443,469,470,571,523,459,391,374,347,312,285,408,236,234
"TOT Industry, total","All Denmark","Men","Unemployed","H20 Upper secondary education","50-54 years",401,357,380,393,423,380,371,345,361,340,351,469,238,204
"TOT Industry, total","All Denmark","Men","Unemployed","H20 Upper secondary education","55-59 years",329,394,403,434,391,356,320,280,296,315,303,444,272,228
"TOT Industry, total","All Denmark","Men","Unemployed","H20 Upper secondary education","60-64 years",101,112,138,174,166,189,209,212,231,255,263,391,242,203
"TOT Industry, total","All Denmark","Men","Unemployed","H20 Upper secondary education","65-69 years",0,0,0,0,0,0,0,0,0,0,13,35,69,66
"TOT Industry, total","All Denmark","Men","Unemployed","H30 Vocational Education and Training (VET)","15-19 years",70,95,82,78,68,53,52,49,24,34,18,17,9,14
"TOT Industry, total","All Denmark","Men","Unemployed","H30 Vocational Education and Training (VET)","20-24 years",3869,3308,2620,3252,2993,2555,2048,1666,1462,1202,1150,1266,580,715
"TOT Industry, total","All Denmark","Men","Unemployed","H30 Vocational Education and Training (VET)","25-29 years",3732,3165,2441,2629,2538,2247,2138,2031,2124,1918,1957,2405,1206,1249
"TOT Industry, total","All Denmark","Men","Unemployed","H30 Vocational Education and Training (VET)","30-34 years",3743,3479,2590,2621,2370,1930,1709,1530,1528,1474,1557,2094,1119,1218
"TOT Industry, total","All Denmark","Men","Unemployed","H30 Vocational Education and Training (VET)","35-39 years",3831,3557,2816,2739,2273,1962,1678,1431,1393,1278,1230,1588,878,877
"TOT Industry, total","All Denmark","Men","Unemployed","H30 Vocational Education and Training (VET)","40-44 years",4118,3817,2918,2816,2600,2127,1762,1486,1421,1261,1323,1683,856,817
"TOT Industry, total","All Denmark","Men","Unemployed","H30 Vocational Education and Training (VET)","45-49 years",3854,3934,3265,3451,3083,2498,2117,1723,1558,1437,1429,1858,855,844
"TOT Industry, total","All Denmark","Men","Unemployed","H30 Vocational Education and Training (VET)","50-54 years",3666,3603,2948,3114,3017,2672,2268,1954,1873,1747,1730,2185,997,910
"TOT Industry, total","All Denmark","Men","Unemployed","H30 Vocational Education and Training (VET)","55-59 years",4486,4456,3816,3844,2957,2569,2287,1854,1851,1791,1866,2593,1312,1238
"TOT Industry, total","All Denmark","Men","Unemployed","H30 Vocational Education and Training (VET)","60-64 years",1336,1425,1313,1608,1434,1463,1435,1311,1458,1482,1752,2352,1489,1167
"TOT Industry, total","All Denmark","Men","Unemployed","H30 Vocational Education and Training (VET)","65-69 years",0,0,0,0,0,0,0,1,0,1,58,185,309,317
"TOT Industry, total","All Denmark","Men","Unemployed","H40 Short cycle higher education","15-19 years",0,0,0,0,0,0,0,2,1,1,0,1,0,8
"TOT Industry, total","All Denmark","Men","Unemployed","H40 Short cycle higher education","20-24 years",116,131,186,196,257,265,290,338,348,300,263,318,206,249
"TOT Industry, total","All Denmark","Men","Unemployed","H40 Short cycle higher education","25-29 years",326,282,259,336,336,340,367,387,455,495,508,708,460,390
"TOT Industry, total","All Denmark","Men","Unemployed","H40 Short cycle higher education","30-34 years",417,425,345,319,346,306,270,293,294,305,338,450,307,340
"TOT Industry, total","All Denmark","Men","Unemployed","H40 Short cycle higher education","35-39 years",519,516,414,385,361,311,240,241,259,253,260,326,202,226
"TOT Industry, total","All Denmark","Men","Unemployed","H40 Short cycle higher education","40-44 years",610,525,469,490,407,337,309,268,290,235,226,348,190,167
"TOT Industry, total","All Denmark","Men","Unemployed","H40 Short cycle higher education","45-49 years",473,544,468,504,465,384,361,301,292,292,277,364,199,172
"TOT Industry, total","All Denmark","Men","Unemployed","H40 Short cycle higher education","50-54 years",411,435,388,410,375,345,314,275,304,326,308,423,224,171
"TOT Industry, total","All Denmark","Men","Unemployed","H40 Short cycle higher education","55-59 years",357,377,338,353,331,302,275,241,244,231,284,391,215,197
"TOT Industry, total","All Denmark","Men","Unemployed","H40 Short cycle higher education","60-64 years",140,138,136,131,135,134,147,145,181,195,225,354,213,176
"TOT Industry, total","All Denmark","Men","Unemployed","H40 Short cycle higher education","65-69 years",0,0,0,0,0,0,0,0,0,0,10,29,47,48
"TOT Industry, total","All Denmark","Men","Unemployed","H50 Vocational bachelors educations","15-19 years",1,1,0,0,0,0,1,5,1,0,0,0,0,1
"TOT Industry, total","All Denmark","Men","Unemployed","H50 Vocational bachelors educations","20-24 years",59,69,76,120,202,203,224,273,294,243,234,301,186,173
"TOT Industry, total","All Denmark","Men","Unemployed","H50 Vocational bachelors educations","25-29 years",404,370,375,587,693,696,793,981,1109,1089,1242,1502,940,904
"TOT Industry, total","All Denmark","Men","Unemployed","H50 Vocational bachelors educations","30-34 years",490,469,495,534,538,568,573,702,784,819,920,1218,801,787
"TOT Industry, total","All Denmark","Men","Unemployed","H50 Vocational bachelors educations","35-39 years",474,544,488,509,467,450,432,496,559,562,590,830,480,521
"TOT Industry, total","All Denmark","Men","Unemployed","H50 Vocational bachelors educations","40-44 years",590,574,525,564,525,464,427,442,491,478,486,617,377,356
"TOT Industry, total","All Denmark","Men","Unemployed","H50 Vocational bachelors educations","45-49 years",573,619,612,650,571,586,449,432,505,419,455,571,316,323
"TOT Industry, total","All Denmark","Men","Unemployed","H50 Vocational bachelors educations","50-54 years",578,599,575,573,582,576,513,525,571,500,463,625,358,322
"TOT Industry, total","All Denmark","Men","Unemployed","H50 Vocational bachelors educations","55-59 years",614,709,677,711,589,534,480,475,548,546,512,734,427,390
"TOT Industry, total","All Denmark","Men","Unemployed","H50 Vocational bachelors educations","60-64 years",291,327,334,370,314,317,307,293,387,436,485,710,430,388
"TOT Industry, total","All Denmark","Men","Unemployed","H50 Vocational bachelors educations","65-69 years",0,0,0,0,0,0,0,0,1,0,18,65,85,120
"TOT Industry, total","All Denmark","Men","Unemployed","H60 Bachelors programs","15-19 years",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOT Industry, total","All Denmark","Men","Unemployed","H60 Bachelors programs","20-24 years",29,30,30,59,49,90,102,114,99,104,102,125,84,101
"TOT Industry, total","All Denmark","Men","Unemployed","H60 Bachelors programs","25-29 years",70,89,91,109,145,157,199,233,267,240,307,422,264,261
"TOT Industry, total","All Denmark","Men","Unemployed","H60 Bachelors programs","30-34 years",126,135,132,148,133,127,121,127,139,150,169,242,194,183
"TOT Industry, total","All Denmark","Men","Unemployed","H60 Bachelors programs","35-39 years",96,114,140,133,133,107,119,96,102,99,99,130,68,83
"TOT Industry, total","All Denmark","Men","Unemployed","H60 Bachelors programs","40-44 years",95,98,93,112,113,108,103,93,97,93,73,119,69,76
"TOT Industry, total","All Denmark","Men","Unemployed","H60 Bachelors programs","45-49 years",67,76,95,115,93,79,81,78,73,69,85,114,68,62
"TOT Industry, total","All Denmark","Men","Unemployed","H60 Bachelors programs","50-54 years",50,60,77,88,91,78,88,58,62,66,74,105,64,64
"TOT Industry, total","All Denmark","Men","Unemployed","H60 Bachelors programs","55-59 years",63,76,79,68,59,69,56,71,63,51,69,85,52,53
"TOT Industry, total","All Denmark","Men","Unemployed","H60 Bachelors programs","60-64 years",24,23,31,36,37,35,33,32,48,41,56,80,63,47
"TOT Industry, total","All Denmark","Men","Unemployed","H60 Bachelors programs","65-69 years",0,0,0,0,0,0,0,0,0,0,5,5,14,16
"TOT Industry, total","All Denmark","Men","Unemployed","H70 Masters programs","15-19 years",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOT Industry, total","All Denmark","Men","Unemployed","H70 Masters programs","20-24 years",52,43,37,47,64,71,83,159,170,196,204,200,131,91
"TOT Industry, total","All Denmark","Men","Unemployed","H70 Masters programs","25-29 years",778,755,768,1070,1188,1359,1426,2106,2357,2330,2409,2931,1909,1560
"TOT Industry, total","All Denmark","Men","Unemployed","H70 Masters programs","30-34 years",700,784,742,929,870,963,885,1045,1177,1221,1262,1628,1120,1005
"TOT Industry, total","All Denmark","Men","Unemployed","H70 Masters programs","35-39 years",541,543,535,602,577,545,484,572,650,658,638,933,641,585
"TOT Industry, total","All Denmark","Men","Unemployed","H70 Masters programs","40-44 years",413,432,424,459,414,440,387,416,492,476,484,672,394,399
"TOT Industry, total","All Denmark","Men","Unemployed","H70 Masters programs","45-49 years",345,398,428,481,425,377,350,321,373,423,409,538,371,317
"TOT Industry, total","All Denmark","Men","Unemployed","H70 Masters programs","50-54 years",360,376,349,384,361,360,342,313,368,357,396,506,300,251
"TOT Industry, total","All Denmark","Men","Unemployed","H70 Masters programs","55-59 years",375,372,392,398,361,366,297,287,300,337,388,477,300,269
"TOT Industry, total","All Denmark","Men","Unemployed","H70 Masters programs","60-64 years",167,150,195,234,214,210,197,209,268,240,334,408,265,266
"TOT Industry, total","All Denmark","Men","Unemployed","H70 Masters programs","65-69 years",0,0,0,0,0,0,0,0,0,0,8,49,80,95
"TOT Industry, total","All Denmark","Men","Unemployed","H80 PhD programs","15-19 years",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOT Industry, total","All Denmark","Men","Unemployed","H80 PhD programs","20-24 years",0,0,0,0,1,2,1,1,2,1,1,0,0,1
"TOT Industry, total","All Denmark","Men","Unemployed","H80 PhD programs","25-29 years",7,6,7,20,17,18,30,26,27,24,9,7,5,5
"TOT Industry, total","All Denmark","Men","Unemployed","H80 PhD programs","30-34 years",25,26,44,50,65,68,85,112,98,68,45,50,29,23
"TOT Industry, total","All Denmark","Men","Unemployed","H80 PhD programs","35-39 years",23,33,29,39,46,52,59,48,54,54,61,73,49,55
"TOT Industry, total","All Denmark","Men","Unemployed","H80 PhD programs","40-44 years",22,19,22,24,23,25,25,31,48,42,39,65,45,42
"TOT Industry, total","All Denmark","Men","Unemployed","H80 PhD programs","45-49 years",19,30,29,34,25,23,24,36,37,38,35,50,31,30
"TOT Industry, total","All Denmark","Men","Unemployed","H80 PhD programs","50-54 years",20,21,18,15,12,20,21,25,29,28,32,42,27,25
"TOT Industry, total","All Denmark","Men","Unemployed","H80 PhD programs","55-59 years",9,13,19,25,14,15,18,26,27,30,27,32,33,25
"TOT Industry, total","All Denmark","Men","Unemployed","H80 PhD programs","60-64 years",2,4,12,9,9,11,12,6,10,13,21,20,21,40
"TOT Industry, total","All Denmark","Men","Unemployed","H80 PhD programs","65-69 years",0,0,0,0,0,0,0,0,0,0,0,2,2,18
"TOT Industry, total","All Denmark","Men","Outside the labour force","H10 Primary education","15-19 years",14601,14038,13330,13066,13121,13599,13668,13381,12112,11220,11242,8201,7583,8042
"TOT Industry, total","All Denmark","Men","Outside the labour force","H10 Primary education","20-24 years",13442,14488,15115,16137,16806,18121,19821,19557,18549,17591,16985,15648,14044,14084
"TOT Industry, total","All Denmark","Men","Outside the labour force","H10 Primary education","25-29 years",9256,9912,10410,10915,11370,12513,14016,13872,13352,13380,13460,13905,13141,13304
"TOT Industry, total","All Denmark","Men","Outside the labour force","H10 Primary education","30-34 years",9310,9510,9482,9659,9630,9799,10505,9974,9576,9681,9890,10205,10397,10648
"TOT Industry, total","All Denmark","Men","Outside the labour force","H10 Primary education","35-39 years",9527,9889,9992,9988,10017,10102,10352,9755,9280,8960,8841,8822,8711,8771
"TOT Industry, total","All Denmark","Men","Outside the labour force","H10 Primary education","40-44 years",11244,11000,10762,10678,10589,10558,10831,10414,9792,9582,9514,9355,9025,8825
"TOT Industry, total","All Denmark","Men","Outside the labour force","H10 Primary education","45-49 years",11208,11587,12196,12599,12551,12251,11924,11289,10674,10278,10070,10181,9978,9619
"TOT Industry, total","All Denmark","Men","Outside the labour force","H10 Primary education","50-54 years",11549,11327,10956,11530,11948,12278,12487,12821,12710,12501,12193,11814,11146,10707
"TOT Industry, total","All Denmark","Men","Outside the labour force","H10 Primary education","55-59 years",12259,12503,12978,12860,12636,12205,11959,11447,11702,11938,12292,12744,13053,13053
"TOT Industry, total","All Denmark","Men","Outside the labour force","H10 Primary education","60-64 years",28151,26774,24753,22717,21449,20022,18932,18667,18021,17071,16015,15442,14509,14852
"TOT Industry, total","All Denmark","Men","Outside the labour force","H10 Primary education","65-69 years",36243,36646,37057,36856,36353,34680,32721,30080,27491,25900,24854,24822,25470,25256
"TOT Industry, total","All Denmark","Men","Outside the labour force","H20 Upper secondary education","15-19 years",1312,1557,1702,1799,2014,2015,2112,2328,2157,2229,2524,2027,1626,2098
"TOT Industry, total","All Denmark","Men","Outside the labour force","H20 Upper secondary education","20-24 years",3887,4287,4754,5111,5799,6583,7515,8266,8258,8624,8884,7679,7222,8585
"TOT Industry, total","All Denmark","Men","Outside the labour force","H20 Upper secondary education","25-29 years",1794,1803,1785,1850,1916,2274,2701,3008,3161,3364,3538,3570,3312,3504
"TOT Industry, total","All Denmark","Men","Outside the labour force","H20 Upper secondary education","30-34 years",1490,1549,1552,1498,1455,1376,1564,1630,1724,1869,1957,1991,2125,2297
"TOT Industry, total","All Denmark","Men","Outside the labour force","H20 Upper secondary education","35-39 years",1585,1584,1536,1504,1526,1501,1566,1503,1519,1456,1382,1332,1278,1430
"TOT Industry, total","All Denmark","Men","Outside the labour force","H20 Upper secondary education","40-44 years",1576,1562,1588,1575,1541,1653,1700,1685,1621,1624,1592,1493,1422,1384
"TOT Industry, total","All Denmark","Men","Outside the labour force","H20 Upper secondary education","45-49 years",1649,1633,1705,1699,1746,1733,1795,1756,1745,1701,1759,1745,1689,1609
"TOT Industry, total","All Denmark","Men","Outside the labour force","H20 Upper secondary education","50-54 years",1482,1519,1540,1614,1622,1679,1766,1882,1857,1882,1830,1824,1752,1793
"TOT Industry, total","All Denmark","Men","Outside the labour force","H20 Upper secondary education","55-59 years",1405,1448,1544,1555,1603,1640,1670,1731,1721,1778,1839,1930,1985,1994
"TOT Industry, total","All Denmark","Men","Outside the labour force","H20 Upper secondary education","60-64 years",1998,2117,2183,2275,2387,2463,2497,2541,2486,2437,2371,2365,2331,2314
"TOT Industry, total","All Denmark","Men","Outside the labour force","H20 Upper secondary education","65-69 years",1753,2050,2387,2643,2980,3076,3246,3394,3598,3752,3928,4146,4222,4144
"TOT Industry, total","All Denmark","Men","Outside the labour force","H30 Vocational Education and Training (VET)","15-19 years",54,76,89,96,88,80,87,72,42,54,86,33,54,133
"TOT Industry, total","All Denmark","Men","Outside the labour force","H30 Vocational Education and Training (VET)","20-24 years",2045,2172,2207,2220,2361,2344,2195,2188,1931,1945,1903,1450,1395,1777
"TOT Industry, total","All Denmark","Men","Outside the labour force","H30 Vocational Education and Training (VET)","25-29 years",2980,2979,2911,2938,3027,3169,3296,3404,3539,3732,3607,3217,2917,2951
"TOT Industry, total","All Denmark","Men","Outside the labour force","H30 Vocational Education and Training (VET)","30-34 years",3876,3930,3580,3540,3454,3360,3444,3388,3328,3548,3634,3777,3806,3971
"TOT Industry, total","All Denmark","Men","Outside the labour force","H30 Vocational Education and Training (VET)","35-39 years",5197,5150,4948,4855,4728,4644,4470,4316,4143,4052,3838,3696,3758,3962
"TOT Industry, total","All Denmark","Men","Outside the labour force","H30 Vocational Education and Training (VET)","40-44 years",7272,6802,6569,6420,6212,5962,5952,5792,5381,5246,5052,4954,4684,4673
"TOT Industry, total","All Denmark","Men","Outside the labour force","H30 Vocational Education and Training (VET)","45-49 years",7933,8099,8570,8840,8864,8356,7911,7556,7023,6680,6523,6529,6273,5921
"TOT Industry, total","All Denmark","Men","Outside the labour force","H30 Vocational Education and Training (VET)","50-54 years",8510,8457,8618,8859,9090,9231,9433,9641,9721,9424,9084,8877,8326,7812
"TOT Industry, total","All Denmark","Men","Outside the labour force","H30 Vocational Education and Training (VET)","55-59 years",12060,12037,11631,11252,10493,9967,9860,10031,9965,10075,10372,10886,11230,11171
"TOT Industry, total","All Denmark","Men","Outside the labour force","H30 Vocational Education and Training (VET)","60-64 years",39368,38408,36144,34307,33748,32033,29673,26572,23738,20240,17838,17379,17294,17041
"TOT Industry, total","All Denmark","Men","Outside the labour force","H30 Vocational Education and Training (VET)","65-69 years",46680,50093,54156,56734,57655,56775,55262,53102,51615,50795,49265,47762,44783,42192
"TOT Industry, total","All Denmark","Men","Outside the labour force","H40 Short cycle higher education","15-19 years",17,18,16,17,17,36,77,78,72,61,60,24,23,41
"TOT Industry, total","All Denmark","Men","Outside the labour force","H40 Short cycle higher education","20-24 years",137,191,230,269,336,414,638,1314,1320,1401,1317,467,468,479
"TOT Industry, total","All Denmark","Men","Outside the labour force","H40 Short cycle higher education","25-29 years",362,360,350,370,424,509,708,821,826,919,884,701,727,804
"TOT Industry, total","All Denmark","Men","Outside the labour force","H40 Short cycle higher education","30-34 years",474,448,455,465,486,501,544,582,665,797,873,770,794,792
"TOT Industry, total","All Denmark","Men","Outside the labour force","H40 Short cycle higher education","35-39 years",693,604,543,553,545,551,635,626,609,670,632,620,620,698
"TOT Industry, total","All Denmark","Men","Outside the labour force","H40 Short cycle higher education","40-44 years",904,892,876,833,873,810,764,770,731,815,800,726,683,755
"TOT Industry, total","All Denmark","Men","Outside the labour force","H40 Short cycle higher education","45-49 years",980,930,1020,1085,1105,1138,1196,1200,1113,1108,1037,981,936,952
"TOT Industry, total","All Denmark","Men","Outside the labour force","H40 Short cycle higher education","50-54 years",938,991,1044,1094,1176,1223,1267,1322,1364,1352,1391,1347,1312,1278
"TOT Industry, total","All Denmark","Men","Outside the labour force","H40 Short cycle higher education","55-59 years",900,953,1012,1036,1107,1172,1226,1309,1300,1358,1439,1486,1468,1523
"TOT Industry, total","All Denmark","Men","Outside the labour force","H40 Short cycle higher education","60-64 years",3093,3136,2957,2772,2599,2437,2368,2335,2350,2197,2163,2161,2198,2142
"TOT Industry, total","All Denmark","Men","Outside the labour force","H40 Short cycle higher education","65-69 years",3669,4024,4518,4982,5301,5366,5290,5096,4791,4718,4631,4659,4641,4605
"TOT Industry, total","All Denmark","Men","Outside the labour force","H50 Vocational bachelors educations","15-19 years",5,6,7,4,7,8,19,10,4,3,8,4,5,10
"TOT Industry, total","All Denmark","Men","Outside the labour force","H50 Vocational bachelors educations","20-24 years",254,284,327,391,546,712,1064,1892,1643,1638,2275,913,1033,1581
"TOT Industry, total","All Denmark","Men","Outside the labour force","H50 Vocational bachelors educations","25-29 years",518,557,734,793,941,1288,1841,2378,2619,2674,3123,2067,1738,2090
"TOT Industry, total","All Denmark","Men","Outside the labour force","H50 Vocational bachelors educations","30-34 years",619,631,684,689,800,928,1273,1418,1716,1733,2115,1999,1894,2396
"TOT Industry, total","All Denmark","Men","Outside the labour force","H50 Vocational bachelors educations","35-39 years",872,767,772,792,816,921,1059,1090,1064,1135,1255,1297,1424,1704
"TOT Industry, total","All Denmark","Men","Outside the labour force","H50 Vocational bachelors educations","40-44 years",1209,1062,1018,1014,1020,1064,1214,1246,1162,1130,1317,1219,1250,1429
"TOT Industry, total","All Denmark","Men","Outside the labour force","H50 Vocational bachelors educations","45-49 years",1391,1349,1369,1365,1373,1401,1453,1395,1424,1397,1388,1399,1325,1444
"TOT Industry, total","All Denmark","Men","Outside the labour force","H50 Vocational bachelors educations","50-54 years",1503,1421,1509,1492,1592,1642,1678,1690,1679,1654,1743,1705,1628,1665
"TOT Industry, total","All Denmark","Men","Outside the labour force","H50 Vocational bachelors educations","55-59 years",2057,1975,1923,1899,1931,1869,1902,1999,1982,1959,2057,2050,2075,2167
"TOT Industry, total","All Denmark","Men","Outside the labour force","H50 Vocational bachelors educations","60-64 years",8793,8504,7940,7448,7223,6996,6570,5966,5464,4814,4268,3993,3914,3717
"TOT Industry, total","All Denmark","Men","Outside the labour force","H50 Vocational bachelors educations","65-69 years",11480,12769,14085,14918,15346,15403,14945,14396,13736,13382,12934,12566,11822,11119
"TOT Industry, total","All Denmark","Men","Outside the labour force","H60 Bachelors programs","15-19 years",0,0,0,0,0,0,0,0,0,0,2,1,0,0
"TOT Industry, total","All Denmark","Men","Outside the labour force","H60 Bachelors programs","20-24 years",170,197,212,197,223,233,218,232,199,183,164,416,420,416
"TOT Industry, total","All Denmark","Men","Outside the labour force","H60 Bachelors programs","25-29 years",326,322,328,296,341,366,450,479,510,521,558,1048,1104,1225
"TOT Industry, total","All Denmark","Men","Outside the labour force","H60 Bachelors programs","30-34 years",243,254,259,255,275,285,271,317,377,397,392,585,579,670
"TOT Industry, total","All Denmark","Men","Outside the labour force","H60 Bachelors programs","35-39 years",223,223,233,228,248,246,263,257,272,275,265,294,331,357
"TOT Industry, total","All Denmark","Men","Outside the labour force","H60 Bachelors programs","40-44 years",168,164,161,169,207,231,254,264,294,299,308,274,278,265
"TOT Industry, total","All Denmark","Men","Outside the labour force","H60 Bachelors programs","45-49 years",188,168,159,194,200,193,206,189,204,243,286,305,303,327
"TOT Industry, total","All Denmark","Men","Outside the labour force","H60 Bachelors programs","50-54 years",133,143,151,149,170,187,200,213,248,231,220,222,229,235
"TOT Industry, total","All Denmark","Men","Outside the labour force","H60 Bachelors programs","55-59 years",134,152,138,156,149,149,171,181,182,214,228,248,260,264
"TOT Industry, total","All Denmark","Men","Outside the labour force","H60 Bachelors programs","60-64 years",241,256,278,296,297,305,302,310,273,271,258,267,269,276
"TOT Industry, total","All Denmark","Men","Outside the labour force","H60 Bachelors programs","65-69 years",227,270,316,369,422,472,497,540,592,583,586,597,604,581
"TOT Industry, total","All Denmark","Men","Outside the labour force","H70 Masters programs","15-19 years",2,1,1,1,1,0,2,4,5,4,1,1,1,2
"TOT Industry, total","All Denmark","Men","Outside the labour force","H70 Masters programs","20-24 years",161,171,185,176,209,229,263,473,606,471,318,137,167,180
"TOT Industry, total","All Denmark","Men","Outside the labour force","H70 Masters programs","25-29 years",875,1017,1165,1217,1545,1896,2425,2983,2888,2835,2754,1961,1943,1821
"TOT Industry, total","All Denmark","Men","Outside the labour force","H70 Masters programs","30-34 years",1004,1021,1122,1251,1516,1841,2515,3024,3033,2968,2843,2306,2262,2379
"TOT Industry, total","All Denmark","Men","Outside the labour force","H70 Masters programs","35-39 years",975,864,947,936,1099,1369,1705,2076,2080,2201,2211,2062,2007,2025
"TOT Industry, total","All Denmark","Men","Outside the labour force","H70 Masters programs","40-44 years",1016,851,868,916,963,1083,1286,1455,1516,1591,1582,1570,1585,1749
"TOT Industry, total","All Denmark","Men","Outside the labour force","H70 Masters programs","45-49 years",982,833,930,947,1030,1084,1166,1249,1276,1301,1319,1350,1460,1429
"TOT Industry, total","All Denmark","Men","Outside the labour force","H70 Masters programs","50-54 years",981,924,899,872,976,1085,1136,1216,1355,1352,1379,1409,1374,1354
"TOT Industry, total","All Denmark","Men","Outside the labour force","H70 Masters programs","55-59 years",1205,1119,1183,1113,1129,1132,1216,1200,1223,1303,1398,1428,1480,1586
"TOT Industry, total","All Denmark","Men","Outside the labour force","H70 Masters programs","60-64 years",3161,3160,3021,2874,2828,2809,2684,2618,2506,2432,2325,2269,2195,2174
"TOT Industry, total","All Denmark","Men","Outside the labour force","H70 Masters programs","65-69 years",5001,5446,6051,6531,6902,7070,7090,7120,7009,6956,6741,6752,6567,6313
"TOT Industry, total","All Denmark","Men","Outside the labour force","H80 PhD programs","15-19 years",0,1,1,0,0,2,2,2,1,1,0,0,2,3
"TOT Industry, total","All Denmark","Men","Outside the labour force","H80 PhD programs","20-24 years",7,7,11,12,9,7,7,4,3,4,3,4,14,12
"TOT Industry, total","All Denmark","Men","Outside the labour force","H80 PhD programs","25-29 years",29,53,62,69,75,91,105,115,99,102,82,65,69,107
"TOT Industry, total","All Denmark","Men","Outside the labour force","H80 PhD programs","30-34 years",68,110,132,146,194,242,302,388,362,422,396,303,321,417
"TOT Industry, total","All Denmark","Men","Outside the labour force","H80 PhD programs","35-39 years",80,73,119,130,129,176,260,400,431,449,417,354,365,441
"TOT Industry, total","All Denmark","Men","Outside the labour force","H80 PhD programs","40-44 years",77,53,57,70,90,139,175,249,327,338,304,302,313,395
"TOT Industry, total","All Denmark","Men","Outside the labour force","H80 PhD programs","45-49 years",66,56,81,78,95,107,154,197,202,219,248,225,238,299
"TOT Industry, total","All Denmark","Men","Outside the labour force","H80 PhD programs","50-54 years",43,34,50,75,76,103,137,174,175,167,215,191,226,255
"TOT Industry, total","All Denmark","Men","Outside the labour force","H80 PhD programs","55-59 years",38,48,41,47,56,63,100,131,143,160,166,178,201,261
"TOT Industry, total","All Denmark","Men","Outside the labour force","H80 PhD programs","60-64 years",93,102,102,102,103,123,129,150,154,153,175,173,195,231
"TOT Industry, total","All Denmark","Men","Outside the labour force","H80 PhD programs","65-69 years",109,146,184,208,239,275,285,314,318,327,336,331,364,434
"TOT Industry, total","All Denmark","Women","Enrolled in education","H10 Primary education","15-19 years",131055,136645,138553,139536,137770,136645,135212,133730,134112,134040,132629,134992,135286,134443
"TOT Industry, total","All Denmark","Women","Enrolled in education","H10 Primary education","20-24 years",13972,16378,17832,18225,17924,17522,15789,14454,13764,13108,13250,14256,13550,10575
"TOT Industry, total","All Denmark","Women","Enrolled in education","H10 Primary education","25-29 years",4260,4768,5335,5708,6054,6638,6239,5312,4863,4793,4989,5163,5190,4430
"TOT Industry, total","All Denmark","Women","Enrolled in education","H10 Primary education","30-34 years",2247,2453,2672,2838,2890,3029,2876,2502,2193,2139,2285,2356,2433,2287
"TOT Industry, total","All Denmark","Women","Enrolled in education","H10 Primary education","35-39 years",1399,1566,1648,1591,1734,1763,1658,1399,1205,1036,1188,1219,1396,1363
"TOT Industry, total","All Denmark","Women","Enrolled in education","H10 Primary education","40-44 years",971,1075,1089,1101,1127,1083,1025,818,716,671,721,777,837,751
"TOT Industry, total","All Denmark","Women","Enrolled in education","H10 Primary education","45-49 years",735,842,901,868,893,761,684,544,462,449,502,518,600,563
"TOT Industry, total","All Denmark","Women","Enrolled in education","H10 Primary education","50-54 years",429,559,575,576,591,547,502,374,315,312,315,355,394,352
